id,value,style,source,target,type
79,Compare the data taken from experiments on particular dates.,ellipse,null,null,process
80,Replicate my work.,ellipse,null,null,process
81,Keep track of changes to files over time.,ellipse,null,null,process
200,Experiment,shape=partialRectangle,null,null,data_base
201,Page,shape=partialRectangle,null,null,data_base
202,File,shape=partialRectangle,null,null,data_base
203,Multiple File,shape=partialRectangle,null,null,data_base
204,Directory,shape=partialRectangle,null,null,data_base
205,Attach File,shape=partialRectangle,null,null,data_base
206,Workspace,shape=partialRectangle,null,null,data_base
207,Web Browser,shape=partialRectangle,null,null,data_base
208,Network Drive,shape=partialRectangle,null,null,data_base
209,Workstation,shape=partialRectangle,null,null,data_base
210,Greek Symbol,shape=partialRectangle,null,null,data_base
211,Notification,shape=partialRectangle,null,null,data_base
212,Mendeley,shape=partialRectangle,null,null,data_base
213,Track,shape=partialRectangle,null,null,data_base
214,Electronic Support,shape=partialRectangle,null,null,data_base
215,Output,shape=partialRectangle,null,null,data_base
216,Particular Experiment,shape=partialRectangle,null,null,data_base
217,Service,shape=partialRectangle,null,null,data_base
218,Datum,shape=partialRectangle,null,null,data_base
219,Display,shape=partialRectangle,null,null,data_base
220,Associated Image,shape=partialRectangle,null,null,data_base
221,Off Site\nWorking,shape=partialRectangle,null,null,data_base
222,Remote Access,shape=partialRectangle,null,null,data_base
223,Researcher,shape=partialRectangle,null,null,data_base
224,Later Stage,shape=partialRectangle,null,null,data_base
225,Multiple,shape=partialRectangle,null,null,data_base
226,Library,shape=partialRectangle,null,null,data_base
227,System,shape=partialRectangle,null,null,data_base
228,Experimental Datum,shape=partialRectangle,null,null,data_base
229,Bad Datum,shape=partialRectangle,null,null,data_base
230,Electronic Book,shape=partialRectangle,null,null,data_base
231,Centre,shape=partialRectangle,null,null,data_base
232,Standard Metadata,shape=partialRectangle,null,null,data_base
233,Standard Datum,shape=partialRectangle,null,null,data_base
234,Video,shape=partialRectangle,null,null,data_base
235,Behavioural Observation,shape=partialRectangle,null,null,data_base
236,Ability,shape=partialRectangle,null,null,data_base
237,New Datum,shape=partialRectangle,null,null,data_base
238,Detailed Datum,shape=partialRectangle,null,null,data_base
239,Entry,shape=partialRectangle,null,null,data_base
240,Populated Template,shape=partialRectangle,null,null,data_base
241,Meta Data,shape=partialRectangle,null,null,data_base
242,Object,shape=partialRectangle,null,null,data_base
243,Link,shape=partialRectangle,null,null,data_base
244,Example,shape=partialRectangle,null,null,data_base
245,Input,shape=partialRectangle,null,null,data_base
246,Format,shape=partialRectangle,null,null,data_base
247,Minimal Effort,shape=partialRectangle,null,null,data_base
248,Group,shape=partialRectangle,null,null,data_base
249,Point,shape=partialRectangle,null,null,data_base
250,Time,shape=partialRectangle,null,null,data_base
251,Colleague,shape=partialRectangle,null,null,data_base
252,Neurohub Node,shape=partialRectangle,null,null,data_base
253,Laboratory,shape=partialRectangle,null,null,data_base
254,Paper,shape=partialRectangle,null,null,data_base
255,Repository,shape=partialRectangle,null,null,data_base
256,Review,shape=partialRectangle,null,null,data_base
257,Comment,shape=partialRectangle,null,null,data_base
258,Neurohub,shape=partialRectangle,null,null,data_base
259,Detail,shape=partialRectangle,null,null,data_base
260,Workflow,shape=partialRectangle,null,null,data_base
261,Execution History,shape=partialRectangle,null,null,data_base
262,Result,shape=partialRectangle,null,null,data_base
263,Date,shape=partialRectangle,null,null,data_base
264,Note,shape=partialRectangle,null,null,data_base
265,Mechanism,shape=partialRectangle,null,null,data_base
266,Data Set,shape=partialRectangle,null,null,data_base
267,Term Curation,shape=partialRectangle,null,null,data_base
268,Write Up,shape=partialRectangle,null,null,data_base
269,Log Book,shape=partialRectangle,null,null,data_base
270,Drug Response,shape=partialRectangle,null,null,data_base
271,Twitter Tweet,shape=partialRectangle,null,null,data_base
272,Research,shape=partialRectangle,null,null,data_base
273,Timeline,shape=partialRectangle,null,null,data_base
